text,label
You could be viewing the future through rose-colored glasses t... More for Libra http://t.co/UOoN09K1Dq,not depression
i feel which is glamorous and my little lacy bottoms have a tiny g string underneath,not depression
RT @SpacePlankton: Saw a man in a yellow hat at the Grand Canyon today. He was hanging out next to a curious gorge.,not depression
i also feel paranoid that everyone is listening to my phone conversations whats that all about,not depression
Me gusta pollo so espa&#241;ol that. Lol. &#127831;,not depression
RT @MichaelArenella: Shy girls are cute,not depression
i love loving people and when i get the opportunity to really show how i feel i m going to do it no matter how stupid it sounds,depression
Charlie bit me,not depression
i wonder if am i alone in the fact that i am able to identify my destructive behaviors yet feel doomed to repeat them,depression
i feel too much but i don t care no i don t careeeeee i don t care by savage garden your three plans for tomorrow,not depression
RT @ItsFoodPorn: Oreo Ice Cream Cake http://t.co/Qpde1L6zAi,not depression
i feel so honored to have lindo guest starring on this post,not depression
i began to shoot every person i made feel perfect,not depression
i feel so strongly and passionate about so hearing that just made my heart sink,not depression
i understand that you re feeling anxious,not depression
i feel woefully inadequate lost and fearful he will do whatever needs to be done,depression
i feel so annoyed,not depression
i once told my friends that i feel like doing some sort of backpacking but instead of supporting me with this idea all i got from them were raised eye brows and some sarcastic remarks,not depression
"@desamador you gotta be like me n the twins, just chug it all before everyone",not depression
i struggled with feelings of anger hurt and sadness yet i still felt hopeful,depression
i feel like ending my life like some song from damaged or something,depression
@charliesheen Charlie PLEASE STOP. from 1 ole fart 2 another...,not depression
Eating brownies and then going to the gym... Idk,not depression
"RT @SportsCenter: Derek Jeter gets it done! J.J. Hardy commits error on slow grounder, and 2 runs score. Yankees take 4-2 lead in 7th innin&#8230;",not depression
Beans that were yellow before Friday night are brown now-a few green leaves curled-frost but not freeze-bean size reduced - top end shrinks,not depression
i feel consistently dissatisfied disengaged disinterested and without any zest for what i m doing in my life i eat,not depression
@BillPeriman Or as I like to put it 'looking through race colored glasses' @Kel_Antoinette8,not depression
i feel agitated and jumpy and like i just ate a bottle of caffeine pills,not depression
i even feel valuable as a person,not depression
RT @bansky: LeBron doesn't turn 30 til december. he made 5 trips faster than kobe shaq mike or bird. he'll be back yal act like hes retirin&#8230;,not depression
@JStarrTweets my pops is from New York. My family is Yankee obsessed. My sister literally cried when she heard he was gonna,not depression
im feeling low and forgotten,depression
"""@DomWorldPeace: Baseball season for the win. #Yankees"" This is where the love started",not depression
when it became clear that a man had used many people sexually and psychologically,not depression
i think you said beautiful things to them and i think you meant them you loved being with them i think you made them feel terrific,not depression
i might be afraid to leave the house to nurse in public to commit to a social engagement or to wear anything that makes me look worse than i already feel so in honor of fearless friday i invite our newbie mom readers to do something that scares them,not depression
im sure that each person has their own complex set of reasons for leaving and chalking it up to one reason or feeling like because they all hated academia is probably a little too simple,not depression
i dont know what i feel let me recount my emotional spectra all throughout those minutes of gfb finale,depression
"&#8220;@TWOLVEGIRL: I find myself wanting to google ""the yellow king"" #TrueDetective&#8221; No kidding! What is going on?",not depression
u ho@RealWizKhalifa u hot i really like the way u keep te flow natural,not depression
i get bored i get scared i feel ignored i feel happy i get silly i choke on my own words i make wishes i have dreams and i still want to believe anything can happen in this world for an ordinary girl a class profile link href http www,depression
im feeling rather hostile over the whole hostel situation,not depression
i feel if journalists then blamed me,depression
@caycifish What is that monkey doing to those poor bottles?,not depression
i feel like a dangerous animal as i prowl out of the jungle and onto the warm sand of this deserted island,not depression
RT @MarcACaputo: BREAKING: Charlie Crist files emergency motion for a mulligan.,not depression
i was feeling pretty grumpy at this point but for whatever reason seeing this flower made me very happy,not depression
RT @BriannDominguez: Green and yellow -lil Wayne &#128155;&#128154;&#128175;&#128175;&#128175;&#128175;,not depression
"What an amazing, proud day it was today for @NKOTB and #blockheads! Time for bed! Good knight!",not depression
i don t know i ve not tried a new character yet the universe feels much more lively than it did when i began so i m hoping that s true for new characters as well,not depression
i feel respected and i feel like i am worth something,not depression
Rescue elephant calf &#8216;Nunai&#8217; looking fuzzy at the International Fund for Animal Welfare Rehabilitati http://t.co/PAetLXGuoa,not depression
i watched him run by i couldnt help but feel envious,not depression
i should probably mention so that you aren t feeling left out that the lunch was in celebration of the top participants of the take the lead speech competition another reason to enter the competition the food was delicious and the conversation was amusing,not depression
Seeing another baseball team just makes me wanna book my @Yankees trip right now.,not depression
i was feeling restless when i stepped into the kitchen to whip up this crunchy sweet treat,not depression
"""@rugbysocklad: Fit lads! Nice gear! http://t.co/ThnXX1lC1M"" these scally lads n trainers would get it",not depression
i feel like a horrible person a href http bryangregorylewis,depression
@zhandlen I love WHITE NOISE and love Delillo. I&#8217;ve resisted reading HOUSE OF LEAVES for years. It mocks me on my shelf.,not depression
my girlfriend sent me a letter with a shiny picture in it,not depression
i feel it when i get hurt on little things,depression
i feel as confused about life as a teenager or as jaded as a year old man,not depression
i do at times feel complacent with my life as is,not depression
i need to be for myself and the things i feel it is important for my children to know,not depression
Thinking bout those oysters at the gator bait tho&#128533;,not depression
"Everybody loves pot brownies, but I bring crystal meth cupcakes to a party, Suddenly I'm the weirdo",not depression
i was feeling relatively indecisive and not very hungry until we walked past a barbeque place,not depression
"Study by Center for Biological Diversity called (taxpayer funded) Ivanpah a &#8220;mega-trap&#8221;-will kill 28,000 birds year. http://t.co/xPXEhne29E",not depression
i find that in times where i feel i am not being respected or i am not getting the point across of how something may make me feel uncomfortable that being nice only seems to encourage these things to keep happening,not depression
&#8220;@JuanNdaCut: When twitter rappers dm me their trash links http://t.co/o5Orzo1O19&#8221;,not depression
i may feel that i am not precious to others,not depression
RT @ahmadblack35: Can someone find the Georgia fan who talked trash to me and told me he hope we don't end up like Tennessee? Tell him I'm &#8230;,not depression
i feel like i missed that ship when it sailed,depression
i feel very confused and cant stop myself from digging in a bit more,not depression
"before and after I started playing flappy bird ...
before: &#128522;&#127800;&#128077;&#9728;&#65039;
after: &#128545;&#128299;&#128165;&#128163;&#128293;&#128659;&#128658;",not depression
i feel that he is ungrateful for having an opportunity to breathe the air when so many others didn t have the chances he has had,depression
i am sure the vast majority of decent working class people feel insulted about being derided as unable to be respectful towards referees and are the parents who watch their child s match shouting abuse and swearing etc,not depression
i desire something i am more likely to feel appreciative of it than if i feel entitled to it,not depression
i feel a pang every time i read an amazing canadian literary magazine for instance that id love to submit to only to see im on the do not enter list,not depression
i feel like as much as it was an unfortunate situation that i wasnt with my father i was in a great place,depression
WATCH: Excited ISIS Jihadis Getting Their Yezidi Sex Slaves On 'Distribution Day' http://t.co/n9ExnuVhKs #ISIS #tcot #pjnet #lnyhbt #gop,not depression
i feel like we had a wonderful summer and know now that school has started the year will fly by,not depression
i didnt feel like i was respected,not depression
&#8220;@AustinMahone: just got a new fish it's albino and I named him shaquita #yee&#8221; bahaha,not depression
RT @sluggernation: The P72 Derek Jeter used to hit the walk-off single in his final @Yankee Stadium at-bat. (Images via @mlb_authentic) htt&#8230;,not depression
im excited and i want her to be proud to be homeschooled and not feel ashamed,depression
i thought he was going to say no but he just put on what i call his smacked puppy face and that always makes me feel rotten,depression
ive had a somewhat difficult time trying to find something to feel thankful for,not depression
"Don't mind that Twinkies are gonna be gone, very concerned about the rest of hostesses product line",not depression
i cant tell if the moments of shock that im not feeling are because im jaded or if lovecraft actually missed the note to use a musical analogy,depression
i feel cheated and wronged let down and spurned the vine i tended and nursed how could it do this to me,not depression
"@pcrossvol there's always one...they never realize they are the worst- the unsolicited unaffiliated trash talker""",not depression
i was so excited to try it considering i havent before and so many people rave about it but i didnt feel like it did anything special for my lashes i dont really like drier formula type mascaras but i prefer the wet formula ones more,not depression
"@kfocht735 Nope - got lucky - some washing on the slopes, gonna make it a little rough combining but feeling very fortunate today",not depression
Glad I ain't got no bird legs &#128514;,not depression
i had a feeling she was doomed the moment i laid eyes on her i still thought that judy glasberg a href http www,depression
i don t feel too gloomy or melancholic or something,depression
im feeling really adventurous maybe white,not depression
I may or may not have at least 4 FOB related tattoos already planned out.,not depression
i hurtled through the first chapters desperate to see what was so good about it but came away feeling disappointed,depression
I think about the fact that dinosaurs evolved into birds every time I eat chicken. Dinosaurs are delicious.,not depression
i had this strange feeling that she was incredibly distressed,not depression
fuzzy socks are the actual life,not depression
RT @Seinfeld2000: Uncle leo find iWatch in trash can http://t.co/T7GCSMCYLB,not depression
"@LandRoverUSA Our ""Disco"" we used for disaster recovery was an awesome brownie points to how well built they are. Most extreme conditions!",not depression
@BolandDrummer I have never once in my life been to a 'coffee shop' like Starbucks. I am a hick though.,not depression
i feel its a must that i exspress my sincere appriciation for all your efforts,not depression
i can cry and feel bad without an explanation at all,depression
i feel like my life is practically perfect in every way right now and i am every so happy,not depression
"&#128525;&#128525;&#128525;

&#8220;@whatskillfeed: i guess ill just trash this drawing because of roster changes...&#128532; http://t.co/2r8wqgE8cR&#8221;",not depression
All my gold is white not yellow.,not depression
RT @churchofbasebal: And people say baseball is boring? #redskins,not depression
i really feel irritated with all these,not depression
i am going to clean the slate by unilaterally forgiving those i feel have wronged me or someone i love intentionally or through carelessness so that i thereby in time can forget the perceived insults and abuses,not depression
im frightened and feeling paranoid,not depression
You NEED an iPhone to use their stupid watch? Apple is just grabbing people ankles and shaking the money out of rubes pockets.,not depression
i was feeling irritated and slightly upset after this conversation,not depression
i no longer feel timid or insecure when i walked,not depression
RT @donnellrawlings: Salute to Derek jetter! Best Yankee ever!,not depression
i feel so honored to have been a part of this year,not depression
i am feeling lost for not being on a regimented strength program,depression
i frantically try to get it done and now feel frantic as i walk in the studio,not depression
i feel so rich when i pass by you i see a penny,not depression
escort missions in games are universally trash,not depression
i woke up feeling fabulous and im sure that half of that stems from the fact that ill be finishing my undergraduate studies in about weeks,not depression
i made for the bee has left me feeling pretty terrific,not depression
This no beef thing is for the birds!!!,not depression
i don t feel too troubled over work anymore getting used to the movement of the day,depression
i could feel myself getting that shaky feeling,not depression
i am feeling some divine intervention at work here,not depression
Flappy bird stresses me out,not depression
"RT @murrman5: you up, Charlie Brown?",not depression
i don t feel like i was deprived by not being able to,depression
i feel a bit foolish even bothering to post anything on fridays,depression
i am going to be happy today i am going to enjoy feeling excited about life joyful eager knowing and empowered,not depression
".@dawnbazely Thank you, Dawn. I see our state bird graces your avatar...",not depression
im sure ive got it right and my state of unencumberedness despite many years of feeling like i couldnt keep up anybody else is causing me to see my life as charmed,not depression
i have no idea why i was feeling so lethargic yesterday probably because i got a bit dehydrated,depression
"The Devil Wears Charlie, by Revlon. #lesserfilms",not depression
i have said this before being a mom has made me feel more vulnerable than i have ever felt before,not depression
i was feeling ok so i ignore it my heart was not jumping out from where it supposed to be yet,not depression
i feel bad for the creature,depression
i do when i feel lethargic,depression
RT @PzFeed: Diplomatic trolling: Russian embassy mocks NATO's satellite pictures http://t.co/xklXbYxZbG,not depression
i know first hand and all too well those feelings of pain hurt embarrassment and even shame over self image body shape physical features weight etc because of what i have let my body become,depression
"RT @AliyahKorea: #Whiteculture thinking weave is ""ratchet"" and ""ghetto"" while ""extensions"" are perfectly fine.",not depression
i am feeling brave we will go somewhere further afield like a walk in the woodlands around a farm to the beach or some other full day activity,not depression
RT @ItsFoodPorn: Cookies n' Cream Oreo Fudge Ice Cream http://t.co/nAINpWXTJc,not depression
RT @dan_danovskis: &#8220;@FlappyBprob: If you're playing flappy bird: 1-800-273-8255 National Suicide Prevention Lifeline. RT to save lives&#8221; @r&#8230;,not depression
"@tmundal just because some moist bint lobbed a sword at you, you think you're some la-de-da king?",not depression
i get more upset when bruce is a little more tired from work than usual i feel a little rejected,depression
i feel utterly devastated that she must go through this and do so alone,depression
RT @jackwadeshow: Funny how Rick Scott accuses Charlie Crist of changing his positions on everything. Rick's positions are dictated by corp&#8230;,not depression
Long yellow.,not depression
i wanted to make sure i didnt feel rushed getting to century college on friday afternoon,not depression
"Only Blood Can Satisfy The Hungry Flames Of R&#8217;hollor, Charlie Brown",not depression
i feel super glued to my bed,not depression
random running dogs in the ghetto,not depression
i can feel my self as a fearless continuous being,not depression
"RT @FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/rJVOVoO53l",not depression
i feel excited about something that is soley for me here is the video about it,not depression
Yeah they do. RT @Yankees: Six complete here at The Stadium. #Yankees lead the Red Sox 3-1. #LetsGoYankees,not depression
i focus on it when writing this i feel a bit of tightness the popular alternative to pain around the area,not depression
i know for a fact that happiness will forever be alien to me i still feel heartbroken,depression
i didn t mean to sound as though i feel offended i meant it as a joke guess people didn t get it haha,not depression
i often feel the need to defend just about anything even in casual conversation like blue s from the color code are usually christmas fanatics and i jump in and,not depression
i guess ill just feel awkward with him for a while till i get over shit,depression
After Deztinis session we needed this lmao Jk girl good yob lol http://t.co/3spfhBBkVD,not depression
i feel pathetic to report that i know about as much korean after these three months as i did italian after a three week vacation in italy,depression
im feeling so invigorated and ready for whats ahead and very excited to share all that information with all of you,not depression
"RT ""@HuffingtonPost: Jane Seymour rocks a bikini at 62 http://t.co/1pUccv8t97"" Crazy Aunt Jane is at it again @TheFaithAnne",not depression
i am feeling so incredibly blessed for the life i have been given and the people that god has put in it,not depression
Diabetes galore &#128514;&#128514;&#128514;&#128514;&#128514; RT @TIME: Colorado health officials recommend pot brownie ban http://t.co/Z59oy20TMp,not depression
ive slowed down i take time to listen to my child and be in the moment and not feel like i need to immediately update my status on fb about the cute thing she did,not depression
Gonna shower for the sole purpose of shampooing my beard.,not depression
im tired of feeling troubled stressed up feeling down and falling sick,depression
after my boyfriend and i had separated,depression
my sister once stole my mothers money and made her very angry after this my mother would beat her up for unreasonable reasons one day my sister lent her book to a friend without telling my mother about it when my mother learnt this she beat her up and even threatened her with a pair of scissors,not depression
WATCH-Obama&#8217;s Newly Released Gitmo Jihadi Has Links To Terrorists In Syria http://t.co/GufKoy44tk http://t.co/3n7M4PfNMx,not depression
RT @NBCSports: THIS JUST IN: Yankees P Michael Pineda is ejected from game after substance found on his neck http://t.co/7c3ekGdoVB http://&#8230;,not depression
i feel isolated and alone in my trade,depression
He gets this bratty attitude from Brittany .... and its for the birds.,not depression
i am feeling like i need to add this photo to my if he wasn t rich she wouldn t be with him a title there is no way this man would have this chick if he wasn t rich biggie kevin hart wiz khalifa bu thaim and jay z href http www,not depression
i then wonder if the girl does want to marry me and contemplate that feeling slightly disheartened,depression
I def got a few shades darker cutting my mama grass. There goes my yellow frame lol,not depression
i feel like i was aching for the summer to come and now it is slipping away so fast but doesnt it always,depression
i feel dissatisfied with the advances we ve made rather than this team stinks,not depression
@peteyhoti that funky monkey,not depression
id actually been feeling less hostile towards ms than a lot of my linux using brethren lately,not depression
"RT @YankeesWFAN: One scout said Prado is ""first team most underrated."" Gives the Yankees a 2b through 2016, could slide to 3b if needed too.",not depression
"At work but wish I was floating in my 15 ft., on sale at Walmart, redneck pool that my husband probably hasn't cleaned since last weekend.",not depression
i get the feeling that nellie is satisfied that the phone rang happy that leslie is out of the room now,not depression
"RT @JonHorstHoyer: ""Lester, the parasitic spider monkey, had 1 redeeming quality: he ran the boat, &amp; the boat attracted women."" 'ONLY IN #C&#8230;",not depression
I traveled back in time to Middle-earth and crept up on my enemy. I slit the hobbit's throat and by reflex vomited into my trembling hand.,not depression
i feel like its flying by and im afraid im going to miss something,not depression
i want to learn something new when i m feeling dull,depression
i feel so shaken and guilty for not being a better mother and shielding my offspring from this health problem,not depression
i noted that the instructions suggested youd need people so i was feeling pretty smug that id managed it alone,not depression
@BriannaLovesA my trick is I wait for the bird to get close to the pipe and then tap the screen! So you never hit your head.,not depression
RT @wleerpcv: My Chinese social media feed is in total hysteria over the onset of bird flu &amp; recent dead pigs in the river in #Shang ...,not depression
"@EASPORTSFIFA next update, would be AMAZIN if two celebrations were added. 1: Shirt off ( we'll take the yellow) and 2: The RKO",not depression
i feel hateful of everything suddenly,not depression
International law enforcement operation disrupts Shylock banking malware - PCWorld: International law enforcem... http://t.co/XiZRs7ATWL,not depression
i can t do anything but feel the feelings because the issue has to get resolved to dissipate the emotion but i am powerless to make any resolution because it s not my issue,not depression
i am feeling genuinely proud of myself,not depression
i wouldn t feel as offended as i do now because the sign would be accurate,not depression
I am a celestial body hello http://t.co/yKDRM9Ax69,not depression
Early bird gets the worm!,not depression
RT @nyjets: We accept the #ALS #IceBucketChallenge from the @Patriots &amp; @JimmyFallon! We challenge the @Yankees @Mets @Seahawks- http://t.c&#8230;,not depression
I just wanna cuddle with my boyfriend under a fuzzy blanket &amp; drink hot tea and have my hair played with so I can go to bed.,not depression
i feel a bit safer now in using the motivator that works and trusting that i will be able to use my other motivators and combat other parts of the ed if i am patient and strong,not depression
"RT @NHLDevils: 2-2! Adam Henrique cleans up the trash in front of the net, tying the game for the #NJDevils with 11:06 left in regulation! &#8230;",not depression
@mrfoolycooly i dont think he did the celestial dragon killed him,not depression
i feel that positive vibe just bashing its way slowly but surely through this door of negativity and yet i feel like its not nearly close enough,not depression
i made this i felt some relief from the fear and anxiety but i started feeling pissed again with a whole new set of memories,not depression
i feel relaxed merson said,not depression
I need a cowboy killer and a cold one about now. @mr_dtb probably too tired tho to get down.&#128541;,not depression
"@GWDrums @samzbikowski Oh, wait! *""can I get that photo of me playin with Creed's SIDE PROJECT by itself?"" My bad. Yeah, FOB is embarrassing",not depression
RT @Pointdexter: Charlie Sheen gets it http://t.co/DKk6YjTJfU,not depression
RT @wwwobert_: New avi thanks to b Oreo,not depression
i set out on foot i feel comparatively strong light and free,not depression
i feel really despised i haven t told them yet but it s really awful feeling so segregated,not depression
i got when i went home sick today i m still feeling a bit shaky and for david helping me fix the broken handrail on the basement stairs,not depression
"RT @1goodlookingman: Bees won, Mets won, and the Yankees lost. It's a good day in baseball.",not depression
i still need to brush my teeth but i have already taken my pills showered and eaten breakfast so i am feeling virtuous for a moment or two,not depression
i woke up feeling alarmed,not depression
i have decided that i want to go to school for mortuary science ok ok i know playing with dead people is morbid but lets face it this is something we will have to deal with one day and i feel as though i am intelligent enough to do it as well as compasionate to be there for greiving families,not depression
RT @FoodPornsx: Ultimate Chocolate Chip Cookie n' Oreo Fudge Brownie Bar http://t.co/7YvXiJmmcp,not depression
im siting on the couch feeling like i should be doing something productive but im not sure what,not depression
RT @OnionSports: Yankees Unveil Beautiful Derek Jeter Cage In Monument Park http://t.co/vv6urct4jd http://t.co/gWBNHDyhMl,not depression
i feel getting or gifting a life time subscription is vital,not depression
i feel a bit jealous because i been trying to date him long time ago but he doesnt want me,not depression
RT @MaryWCVB: Still waiting for Charlie Baker to take the stage in Swampscott. #wcvb http://t.co/lYb3Thm199,not depression
i feel like im in a really strange stage of my life right now as im entering my th year,not depression
i also feel like i was being way too irritable today,not depression
im feeling rushed and like i should have planned certain things this summer that i can no longer do,not depression
i feel respected something most girls cannot receive from their peers,not depression
"I've got saltine crackers and red wine here. Is it possible to DIY a communion? I, uh, haven't been to church in awhile. #tbtweets",not depression
i feel pathetic and the desolation is beyond consolation,depression
OH NO @morningmika are you saying the Democrats lost the #teabagger vote? LMAO bobble head #morningjoe,not depression
i feel pretty lame typing that but my upper body is so weak,depression
i can use the data comparatively to determine whether i am feeling disappointed elated inspired et cetera,depression
"4&#8419;2&#8419;0&#8419;

moke up",not depression
im feeling stupid,depression
i feel beaten and bruised from their harshness and wearied by their relentlessness,depression
id feel triumphant or something,not depression
RT @bigbluexpress: Cal has a day off and for giggles heads to Yankee stadium to hang with Derek Jeter. Yep coaching at UK is probably weari&#8230;,not depression
i didn t feel like there was something i missed and i take back all the things i said to make you feel like that and i just wish that i didn t feel like there was something i missed and i take back all the things that i said to you,depression
i feel really socially awkward and dont like to get out and meet new people and do things in groups and be adventurous,depression
i know what god has said about stuff and yet right now i am beginning to feel anxious about it,not depression
i wonder if this is just my bias from the fact that im doing a bible themed anthology and i feel like my intelligence is being insulted,not depression
Flappy bird on bull....,not depression
i feel so thankful to have been able to be apart of the one in the bay area,not depression
i have a feeling that id pick up some of the artistic skills there too,not depression
i am feeling quite pleased with myself at this point,not depression
ive been feeling myself with a fake sense of purpose,depression
"RT @Yankees: RECAP: In epic storybook ending, Derek Jeter closes his last game in Bronx with a #walkoff. http://t.co/Dl390SbteQ http://t.co&#8230;",not depression
i am bogged down by the feelings of being unloved it only ends up making me feel worthy of love that is being showered upon me how can i feel the love and joy if i feel deep within me unworthy,depression
i really want to share the chance for you to win too because i feel passionate about the subject,not depression
i really feel stupid,depression
i might be feeling a bit cranky,not depression
"after the steelers lost the superbowl i loaded up the black and yellow gmix on my moms computer, i think the youtube page is still open",not depression
Oreo milkshakes will forever remind me of @jay_ibarra95,not depression
i mention this one doesn t feel fake,depression
This new avi trash or nah,not depression
"@mafenske I didn't mock anything! Was asked I believed in Noah's arc and said no, how is that mocking any religion? Opinion that's all",not depression
i picked up feeling a little apprehensive,not depression
@CAntista @Brelston @hEnereyG Eating a roasted potato and smiling till my cheeks are sore; the crow SFX in this Cape Crisis are super-great,not depression
i feel disgusted with my jealousy and should stop taking example so offensive,not depression
i feel that the world is a tragic and woeful place to live in,depression
Taking out a second mortgage and betting it all on the Yankees winning the World Cup. They win a lot; seemed like a no-brainer to me.,not depression
i feel myself being very indecisive about how i see my work life playing out,not depression
i subconsciously feel a little bashful at the display of nakedness in front of me while watching the maid wipe windows on the outside of the room actually its just her shadow behind the drawn curtains,not depression
im feeling quite relaxed today,not depression
i can stay awake whole night feeling all energetic and stuff,not depression
i feel like the class clown because im the only outgoing person there,not depression
"RT @SportsNation: So, Yanks have signed Brian McCann &amp; Jacoby Ellsbury. Rumor has it, they still want Robinson Cano, Babe Ruth, Miguel Cabr&#8230;",not depression
"After Kuroda gave it his all putting up career numbers but getting no run support, the Yankees don't deserve to get into the World Series",not depression
i wiggle my toes to feel the cool sheets across my skin bringing awareness back into my body as i descend down from a dream state back into my bed,not depression
i just repeat it again and again until i feel myself become less afraid,not depression
i really hate this feeling when you really give so much damn about someone but really all that person show you is just simply like they cant be bothered with you,not depression
Did the Italian bird just call Janet a calzone? #UNCLEtweet,not depression
i didn t know it was possible to feel more terrified,not depression
I really want a sports star to get a pet monkey and name him Achilles.,not depression
i hate feeling this hopeless but i just need this depression and anxiety to go away,depression
I'd do anything for an Oreo vanilla bean drink from dunkin &amp; a chocolate chip muffin from there too..I'm starving &amp; that sounds so good now.,not depression
"RT @wizkhalifa: On the east coast there's colored hair everywhere. 

This must be the sweetest wave ever.",not depression
i started to feel cold,not depression
i feel that wanatribe may become a vital link in my writing network,not depression
RT @FallonTonight: Jimmy and @BillyJoel's two-man doo-wop performance just went live on YouTube! https://t.co/NGzhImyvSF #FallonTonight htt&#8230;,not depression
i still feel so agitated,not depression
i feel happy about myself hes the reason why i am where i am today,not depression
@Buckm00se @Cuauhtli02 we gunna laff at Chava/Rubio beaner supporters in a min,not depression
i am grateful for every single thing i have maybe then ill start feeling dismayed when i don t have more,depression
"RT @Iaughatmypain: My anaconda don't &#128581;
My anaconda don't &#9995;
My anaconda don't &#128683;

&#128079; Want 
&#128079; None 
&#128079; Unless 
&#128079; You 
&#128079; Got 

&#127838;&#127838;&#127838; Bunz &#127838;&#127838;&#127838;

&#128129;Hun",not depression
i was worried that it would be awkward and i would feel lonely,depression
i break down a few times feeling like a lousy mom,depression
im feeling all bashful exposed and vulnerable because my blog crush is out in the open now,not depression
"Hi Charlie, eating leftover candy? @Charlie4927 @StacyDmomof5 @RevkahJC @cantUCIMblonde @Kacado @PattiSM74",not depression
i always feel like im entirely pathetic and needy but those people usually tell me that i was neither just quieter than usual,depression
im sure you could tell we werent feeling too adventurous with the antipasti but i found the mozzarella with the proscuito pretty good,not depression
i also feel as though this assumption is rude as soon as they are informed they are married the next question follows do you have kids,not depression
"Bank robber who wore zebra-print dress arrested, police say http://t.co/UUQ0bw6vju",not depression
i feel privileged and honored to attend ptk international convention where i got the opportunity to represent my college along with my other five members,not depression
i had a strange dream last night and woke up today feeling a bit shaken up,not depression
i am feel overwhelmed,not depression
i think the biggest problem is that rather than turning something like this off people feel the need to become victimized by something that has nothing to do with them and blog about it in nd rate publications and that is being generous,depression
i have been feeling very insincere,not depression
Saltine crackers for dinner lol. Sad lyfe.,not depression
i feel low and lost and lonely on a grey day,depression
i guess the mild pain had made me feel even more impatient to just get on with it,not depression
i feel ecstatic just to see you,not depression
"RT @DannyTanner: highest score on flappy bird, cant be beat http://t.co/I2qgsWiPDC",not depression
RT @IcySoleOnline: Should of been a cork sole RT @Johnny_Blaz3: why is there no cork on the WTL XI?,not depression
i don t even think that i should feel ashamed because then i would be denying my true self,depression
i feel very carefree xd,not depression
"@AjKFAN Big congrats to all! I expect him to be blogging on rube chat in a few days! Now get some sleep, you will need it!",not depression
i did on weekends was sleep and feel bitter about the world,not depression
i see a woman sitting alone at a table in starbucks or at a restaurant if i m feeling playful and can t come up with an observation or something to say that s based on the moment i ll just sit down and say,not depression
i feeling distressed,not depression
I'm the biggest redskins dam right now if they get this stop,not depression
i feel low just thinking about my motherland gives me a fresh boost of energy,depression
I really want a girl to make me some brownies &#128553;&#128557;,not depression
i stopped feeling intimidated when looking at a wod i guess that means i am learning how to find a right balance where to scale down and where to push harder,not depression
i feel so frightened i just wanted to document the way i m feeling,not depression
"RT @RubinReport: You can mock Michelle Obama's #TurnipForWhat video, but the turnip is now third in line of succession for president. https&#8230;",not depression
i feel more than ever that the computers i pour code and art into are extensions of myself and thats pretty goddamned cool in my book but i am hopelessly romantic about creativity and prone to fits of stereotypical artist bullshit so grain of salt,not depression
i feel scared when my father suddenly opens a door,not depression
i was feeling playful,not depression
"Charlie Crist, outlawed, hated, rediculed and vilified for shaking the President's hand. What a country! What a democracy!",not depression
People are so uncivilized.,not depression
i have become a mother and my body has changed so much but following this style i still feel gorgeous and more confident than ever,not depression
